0.913594223,0.528196191
0.683696514,0.416408654
0.769611718,0.376351201
0.687200995,0.571069565
0.783936248,0.625806248
0.081091264,0.708545375
0.254222953,0.673059031
0.445861524,0.823078592
0.101038534,0.688174961
0.720978064,0.661724001
0.746705831,0.6029466
0.975788262,0.473097564
0.602801576,0.813462038
0.890385389,0.652135525
0.9150242,0.526203317
0.540962591,0.770090138
0.217807987,0.677917532
0.03810869,0.700895534
0.529890906,0.83750336
0.611449666,0.788537239
0.177759137,0.84378265
0.582472214,0.850929861
0.788246346,0.562970966
0.339625913,0.716523713
0.431698512,0.593111848
1,0.539762651
0.850850954,0.517986199
0.560964633,0.751340619
0.776475671,0.506374101
0.524601613,0.831657591
0.362366392,0.85699707
0.681778505,0.802333313
0.105436641,0.7013759
0.408879851,0.64663923
1,0.504401467
0.988189969,0.513967566
0.834268419,0.591333205
1,0.476629805
0.880178934,0.578164232
0.933906147,0.506379611
0.664078246,0.547887781
0.944826398,0.483188258
0.919935958,0.470144118
0.820194216,0.554955258
0.893198787,0.466755321
0.962438646,0.491435935
0.993563692,0.517147428
0.995070309,0.46348045
1,0.446015632
0.04866096,0.712415309
0.045993479,0.701892052
0.71302833,0.551259477
0.685100293,0.561280747
0.896571393,0.669420191
0.894968522,0.469251307
0.893879822,0.479539129
0.945609942,0.612936649
0.897869559,0.641931805
0.781261679,0.500349845
0.904489302,0.618894505
0.639154523,0.677692556
0.888081532,0.554996398
0.649784481,0.807849123
0.888968373,0.63485669
0.089901208,0.663136085
